법정동,지번,아파트이름,전용면적,계약년도,계약월,계약일,거래금액(만원),건축년도
능동,1116,동탄숲속마을 광명메이루즈,84.23,2024,8,17,"59,000",2008
능동,1282,서동탄역파크자이,76.9706,2024,8,14,"51,500",2018
장지동,963,동탄호수자이파밀리에,51.75,2024,8,22,"44,000",2018
병점동,881,병점역아이파크캐슬,84.96,2024,8,13,"71,000",2021
산척동,730,더레이크시티부영5단지,84.5413,2024,8,20,"74,500",2018
장지동,976,제일풍경채에듀앤파크,76.3605,2024,8,21,"59,000",2018
석우동,49,푸르지오,57.8,2024,8,22,"53,000",2008
기안동,290,광도와이드빌,59.7118,2024,8,17,"20,300",2002
장지동,976,제일풍경채에듀앤파크,59.5765,2024,8,21,"47,500",2018
청계동,556,동탄역 더 힐,84.5202,2024,8,21,"61,000",2017
반송동,222,나루마을한화꿈에그린우림필유,84.94,2024,8,21,"57,000",2007
향남읍 행정리,492,신영지웰,99.5416,2024,8,6,"48,200",2008
오산동,984,동탄역동원로얄듀크비스타3차,94.9989,2024,8,15,"113,000",2020
오산동,1011,동탄역중흥에스클래스,83.1694,2024,8,8,"62,500",2019
목동,491,힐스테이트동탄,74.8981,2024,8,21,"55,000",2019
기안동,928,화성우방아이유쉘MEGACITY2단지,84.8546,2024,8,8,"46,000",2022
진안동,911,진안골마을주공11단지,84.99,2024,8,13,"37,000",2004
반월동,944,에스케이뷰파크,84.9408,2024,8,14,"63,000",2015
남양읍 신남리,25-9,기산베스트빌,84.9856,2024,8,20,"29,500",2001
산척동,729,호수공원역 센트럴시티,84.5442,2024,8,17,"86,000",2019
목동,491,힐스테이트동탄,74.8981,2024,8,21,"55,000",2019
진안동,911,진안골마을주공11단지,75.99,2024,8,15,"34,500",2004
반송동,132,솔빛마을경남아너스빌,128.4145,2024,8,19,"83,100",2007
능동,1283,서동탄역파크자이2차,84.9681,2024,8,21,"54,700",2018
반월동,868,신영통현대2차,119.79,2024,8,17,"46,000",2002
산척동,729,호수공원역 센트럴시티,84.5413,2024,8,10,"84,500",2019
청계동,538,동탄역센트럴푸르지오,59.4313,2024,8,21,"64,300",2015
병점동,881,병점역아이파크캐슬,84.97,2024,8,6,"72,000",2021
반송동,90-2,서해더블루(90-2),110.5016,2024,8,19,"59,000",2010
병점동,871,병점역효성해링턴플레이스,84.8683,2024,8,19,"49,000",2013
석우동,55,롯데캐슬,87.64,2024,8,17,"69,000",2008
반송동,21,시범한빛마을한화꿈에그린,84.8,2024,8,10,"71,200",2007
반송동,93-6,센트럴S타운,12.46,2024,8,20,"2,950",2008
반송동,93-6,센트럴S타운,12.46,2024,8,20,"2,950",2008
목동,477,동탄2신도시 베라체,59.99,2024,8,15,"47,900",2018
목동,479,동탄금강펜테리움센트럴파크Ⅳ,84.9723,2024,8,13,"60,000",2018
목동,477,동탄2신도시 베라체,59.99,2024,8,15,"48,500",2018
반송동,98,METAPOLIS,96.22,2024,8,3,"85,500",2010
산척동,729,호수공원역 센트럴시티,84.52,2024,8,17,"88,500",2019
새솔동,6,송산그린시티5차NOBLELAND리버파크,84.9983,2024,8,12,"63,000",2021
반월동,974,신동탄포레자이,84.9777,2024,8,17,"83,500",2023
능동,1109,능동마을이지더원,78.2912,2024,8,16,"51,500",2008
남양읍 신남리,1563,대광파인밸리골드,84.305,2024,8,2,"23,000",2004
반월동,974,신동탄포레자이,59.9801,2024,8,16,"64,000",2023
반월동,974,신동탄포레자이,59.9801,2024,8,12,"68,000",2023
청계동,545,동탄역신안인스빌리베라1차,84.9814,2024,8,5,"65,000",2015
목동,489,동탄동원로얄듀크2차,84.9889,2024,8,17,"61,500",2019
반송동,224,동탄나루마을동탄역U.BORA여울숲1.0,76.7822,2024,8,16,"54,400",2007
능동,1283,서동탄역파크자이2차,84.9681,2024,8,16,"57,700",2018
영천동,720,동탄역포레너스,84.5202,2024,8,2,"63,000",2017
오산동,1089,동탄역롯데캐슬,84.7002,2024,8,11,"166,000",2021
청계동,538,동탄역센트럴푸르지오,59.3401,2024,8,20,"64,500",2015
남양읍 신남리,1563,대광파인밸리골드,84.305,2024,8,5,"24,800",2004
목동,491,힐스테이트동탄,84.8479,2024,8,19,"72,000",2019
산척동,699,동탄 더샵 레이크에듀타운,84.9318,2024,8,3,"86,850",2019
남양읍 남양리,2249,시티프라디움2차아파트,59.9888,2024,8,19,"34,300",2018
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,2024,8,14,"45,000",2018
반송동,82,시범한빛마을금호어울림,84.465,2024,8,19,"68,000",2007
청계동,545,동탄역신안인스빌리베라1차,101.9997,2024,8,19,"81,000",2015
반송동,85,시범한빛마을동탄아이파크,84.96,2024,8,17,"89,000",2007
청계동,545,동탄역신안인스빌리베라1차,101.9997,2024,8,6,"82,500",2015
병점동,849,안화동마을주공7단지,51.72,2024,8,8,"25,000",2004
석우동,56,신일유토빌,128.379,2024,8,8,"83,000",2008
새솔동,22,송산그린시티반도유보라아이비파크,84.9585,2024,8,12,"51,500",2018
능동,1109,능동마을이지더원,83.5573,2024,8,15,"52,500",2008
기산동,464,삼성래미안1차,113.245,2024,8,9,"43,500",2003
목동,489,동탄동원로얄듀크2차,84.9889,2024,8,17,"62,000",2019
청계동,547,동탄역신안인스빌리베라2차,84.9896,2024,8,8,"80,500",2016
능동,1109,능동마을이지더원,78.2912,2024,8,8,"51,500",2008
남양읍 신남리,산96-8,화성시청역서희스타힐스4차숲속마을,75.9349,2024,8,20,"36,150",2023
향남읍 장짐리,277-3,신양고층,73.65,2024,8,19,"16,000",1991
오산동,1089,동탄역롯데캐슬,102.7092,2024,8,12,"210,000",2021
새솔동,18,송산그린시티이지더원레이크뷰아파트,77.6278,2024,8,14,"56,000",2018
오산동,988,동탄역 반도유보라 아이비파크5.0,59.9206,2024,8,10,"83,000",2017
산척동,699,동탄 더샵 레이크에듀타운,84.9318,2024,8,15,"85,000",2019
목동,479,동탄금강펜테리움센트럴파크Ⅳ,84.9723,2024,8,10,"58,700",2018
봉담읍 수영리,671,양지마을쌍용예가,84.2796,2024,8,16,"35,000",2007
병점동,881,병점역아이파크캐슬,59.89,2024,8,20,"62,400",2021
장지동,923,금호어울림레이크2차,84.96,2024,8,17,"67,400",2019
산척동,699,동탄 더샵 레이크에듀타운,84.9753,2024,8,17,"87,900",2019
장지동,923,금호어울림레이크2차,84.97,2024,8,7,"67,000",2019
봉담읍 동화리,575,동화마을동일하이빌,115.266,2024,8,5,"48,800",2008
반월동,860,신영통현대3차,59.76,2024,8,14,"33,500",2001
봉담읍 동화리,575,동화마을동일하이빌,140.866,2024,8,19,"61,000",2008
청계동,552,동탄역 호반 써밋,59.417,2024,8,18,"58,000",2015
반송동,140,솔빛마을서해그랑블,100.705,2024,8,6,"84,000",2007
영천동,720,동탄역포레너스,84.5202,2024,8,19,"66,000",2017
석우동,53,우미린제일풍경채,75.87,2024,8,9,"57,000",2008
목동,494,호반베르디움센트럴포레,84.8388,2024,8,17,"63,000",2017
영천동,788,동탄역푸르지오,84.6681,2024,8,10,"91,500",2017
장지동,963,동탄호수자이파밀리에,51.14,2024,8,10,"47,000",2018
장지동,966,금호어울림레이크,59.93,2024,8,17,"64,000",2018
영천동,833,힐스테이트동탄역,54.4202,2024,8,15,"52,300",2020
기안동,935,화성우방아이유쉘MEGACITY1단지,84.8546,2024,8,19,"44,500",2022
기안동,935,화성우방아이유쉘MEGACITY1단지,84.5361,2024,8,11,"42,500",2022
장지동,963,동탄호수자이파밀리에,59.64,2024,8,11,"59,500",2018
능동,1132,동탄숲속마을 모아미래도1단지,84.13,2024,8,10,"55,000",2008
기안동,928,화성우방아이유쉘MEGACITY2단지,84.5361,2024,8,12,"46,000",2022
산척동,745,레이크힐 반도유보라 아이비파크 10.2,84.9991,2024,8,19,"53,500",2018
기안동,928,화성우방아이유쉘MEGACITY2단지,62.0858,2024,8,7,"37,900",2022
송동,693,동탄2하우스디더레이크,59.99,2024,8,13,"59,000",2016
능동,1041,서동탄역우남퍼스트빌아파트,84.2119,2024,8,16,"30,000",2003
오산동,1044,반도유보라아이비파크3,84.9897,2024,8,16,"69,300",2016
기안동,928,화성우방아이유쉘MEGACITY2단지,84.5361,2024,8,17,"45,500",2022
반송동,135,솔빛마을쌍용예가,84.9794,2024,8,8,"64,500",2007
남양읍 남양리,2001,대광파인밸리,59.65,2024,8,19,"20,000",2003
능동,1132,동탄숲속마을 모아미래도1단지,59.37,2024,8,17,"45,000",2008
영천동,716,동탄역반도유보라아이비파크2.0,74.364,2024,8,15,"60,000",2016
새솔동,16,송산그린시티요진와이시티,84.98,2024,8,8,"58,000",2018
반송동,135,솔빛마을쌍용예가,78.7193,2024,8,17,"62,800",2007
기안동,928,화성우방아이유쉘MEGACITY2단지,84.5361,2024,8,17,"44,500",2022
능동,1132,동탄숲속마을 모아미래도1단지,84.96,2024,8,14,"62,500",2008
봉담읍 와우리,602,봉담한신더휴에듀파크,84.7502,2024,8,2,"47,500",2019
남양읍 남양리,2001,대광파인밸리,84.96,2024,8,17,"28,800",2003
영천동,720,동탄역포레너스,84.5202,2024,8,13,"63,500",2017
오산동,998,동탄역에일린의뜰,84.9941,2024,8,6,"68,000",2016
석우동,55,롯데캐슬,87.64,2024,8,6,"64,700",2008
우정읍 조암리,363,기산,59.94,2024,8,19,"11,000",1996
능동,1132,동탄숲속마을 모아미래도1단지,60.49,2024,8,12,"48,000",2008
능동,1151,푸른마을모아미래도,59.192,2024,8,19,"40,000",2008
남양읍 남양리,2191,화성남양시티프라디움4차,84.9764,2024,8,8,"43,500",2023
송동,692,동탄2엘에이치26단지아파트(에이65블록),74.86,2024,8,6,"59,500",2016
병점동,819,안화동마을주공9단지,84.87,2024,8,7,"37,700",2005
목동,489,동탄동원로얄듀크2차,84.9889,2024,8,19,"61,900",2019
송동,692,동탄2엘에이치26단지아파트(에이65블록),84.64,2024,8,9,"67,000",2016
기산동,476,에스케이뷰파크2차,84.9675,2024,8,6,"58,500",2017
반송동,140,솔빛마을서해그랑블,100.705,2024,8,7,"79,000",2007
산척동,789,"산척동,동탄호수공원금강펜테리움센트럴파크Ⅱ",69.9918,2024,8,7,"50,500",2017
청계동,512,동탄역 시범우남퍼스트빌아파트,59.98,2024,8,9,"85,000",2015
산척동,718,동탄 더 레이크 팰리스,84.52,2024,8,5,"86,000",2018
봉담읍 와우리,590,봉담아이파크,101.7229,2024,8,17,"41,000",2009
반송동,82,시범한빛마을금호어울림,66.962,2024,8,17,"65,000",2007
병점동,858,정든마을신창2차,101.983,2024,8,15,"41,000",2004
산척동,699,동탄 더샵 레이크에듀타운,84.419,2024,8,9,"88,000",2019
청계동,519,더샵센트럴시티,97.036,2024,8,10,"138,000",2015
기산동,468,행복마을 참누리 에듀파크(114동-120동),84.914,2024,8,17,"43,800",2006
병점동,817,병점역센트럴허브시티,59.997,2024,8,4,"38,300",2004
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,2024,8,17,"43,500",2018
병점동,820,안화동마을주공5단지,75.79,2024,8,17,"35,800",2004
향남읍 행정리,485,살구꽃마을대방노블랜드,84.97,2024,8,12,"39,800",2008
기안동,910,신일해피트리,84.9745,2024,8,6,"30,200",2004
목동,486,동탄2신도시호반베르디움22단지,53.4754,2024,8,17,"52,000",2017
석우동,55,롯데캐슬,111.04,2024,8,17,"85,500",2008
병점동,881,병점역아이파크캐슬,84.96,2024,8,17,"72,000",2021
남양읍 신남리,1572,화성시청역센트럴파크스타힐스2단지,84.8005,2024,8,5,"49,900",2023
병점동,506,병점역우남퍼스트빌3차,83.7357,2024,8,9,"29,700",2001
능동,1282,서동탄역파크자이,76.9706,2024,8,17,"50,000",2018
봉담읍 수영리,674,우방아이유쉘1단지,84.9964,2024,8,8,"42,000",2016
향남읍 행정리,440,향남시범넓은마을향남지웰2차,84.843,2024,8,13,"40,000",2010
봉담읍 수영리,674,우방아이유쉘1단지,84.9964,2024,8,12,"41,700",2016
새솔동,11,송산신도시대방노블랜드리버스위트2차,73.9706,2024,8,16,"53,000",2019
새솔동,5,송산그린시티6차NOBLELAND스타빌리지,84.9983,2024,8,8,"55,500",2021
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,2024,8,13,"42,500",2018
반월동,960,e편한세상반월나노시티역,58.92,2024,8,13,"55,800",2017
오산동,1047,동탄2신도시금강펜테리움센트럴파크Ⅰ,84.9758,2024,8,17,"62,000",2016
남양읍 신남리,1573,화성시청역센트럴파크스타힐스3단지,75.7994,2024,8,3,"44,000",2023
청계동,541,롯데캐슬 알바트로스,101.8848,2024,8,15,"98,000",2015
오산동,1047,동탄2신도시금강펜테리움센트럴파크Ⅰ,84.9949,2024,8,17,"58,500",2016
병점동,849,안화동마을주공7단지,51.72,2024,8,14,"29,500",2004
새솔동,13,송산신도시대방노블랜드더센트럴3차,115.1388,2024,8,13,"105,000",2019
봉담읍 동화리,580,휴먼시아동화마을(6단지),84.91,2024,8,16,"31,000",2007
장지동,977,동탄2신도시호반베르디움33단지,76.7676,2024,8,17,"48,500",2018
청계동,550,KCC스위첸아파트,84.01,2024,8,15,"71,000",2015
능동,1151,푸른마을모아미래도,59.039,2024,8,5,"45,750",2008
청계동,541,롯데캐슬 알바트로스,101.9959,2024,8,5,"92,000",2015
기안동,358,평생플러스빌,83.9252,2024,8,10,"23,000",2001
반월동,973,나노시티역롯데캐슬,84.9964,2024,8,15,"76,000",2022
목동,491,힐스테이트동탄,74.9502,2024,8,9,"67,000",2019
병점동,868,병점임광그대가,84.95,2024,8,7,"36,500",2007
산척동,699,동탄 더샵 레이크에듀타운,84.9318,2024,8,15,"86,500",2019
산척동,729,호수공원역 센트럴시티,84.52,2024,8,13,"80,800",2019
석우동,53,우미린제일풍경채,75.87,2024,8,9,"57,000",2008
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,2024,8,5,"45,000",2018
진안동,935,월드메르디앙1단지,76.2864,2024,8,15,"35,000",2005
청계동,520,동탄역 시범한화 꿈에그린 프레스티지,113.72,2024,8,15,"147,000",2015
영천동,879,동탄역동원로얄듀크1차,59.7224,2024,8,15,"62,000",2018
목동,486,동탄2신도시호반베르디움22단지,53.788,2024,8,15,"52,200",2017
목동,485,한신더휴,76.4713,2024,8,13,"64,500",2018
봉담읍 상리,678,중흥에스클래스에듀파크,84.7285,2024,8,3,"58,000",2023
봉담읍 상리,668,이편한세상신봉담,59.96,2024,8,8,"44,500",2019
산척동,729,호수공원역 센트럴시티,84.52,2024,8,10,"84,700",2019
산척동,699,동탄 더샵 레이크에듀타운,84.9802,2024,8,7,"84,500",2019
청계동,556,동탄역 더 힐,147.3238,2024,8,9,"88,500",2017
병점동,201-2,신미주,59.94,2024,8,9,"32,300",1999
병점동,201-2,신미주,59.94,2024,8,8,"31,000",1999
영천동,720,동탄역포레너스,84.5442,2024,8,14,"59,000",2017
병점동,858,정든마을신창2차,101.983,2024,8,15,"45,000",2004
목동,479,동탄금강펜테리움센트럴파크Ⅳ,84.9723,2024,8,3,"58,200",2018
영천동,788,동탄역푸르지오,84.9349,2024,8,16,"91,400",2017
청계동,519,더샵센트럴시티,84.392,2024,8,15,"129,250",2015
오산동,1001,동탄역더샵센트럴시티2차,74.9,2024,8,14,"71,000",2018
봉담읍 수영리,647-5,수정마을동남메리트,75.0935,2024,8,1,"29,000",2002
병점동,858,정든마을신창2차,101.983,2024,8,15,"44,500",2004
반월동,944,에스케이뷰파크,59.9963,2024,8,6,"54,000",2015
향남읍 발안리,295,발안마을주공,51.74,2024,8,10,"19,000",2003
청계동,541,롯데캐슬 알바트로스,101.9959,2024,8,9,"97,500",2015
반월동,870,신영통현대4차,67.5327,2024,8,15,"36,800",2002
봉담읍 와우리,597,봉담센트럴푸르지오,59.8334,2024,8,10,"35,000",2017
오산동,988,동탄역 반도유보라 아이비파크5.0,84.9739,2024,8,3,"95,000",2017
남양읍 남양리,2001,대광파인밸리,84.96,2024,8,14,"28,900",2003
팔탄면 가재리,692-1,진우,39.6,2024,8,14,"10,000",2002
팔탄면 가재리,692-1,진우,49.5,2024,8,12,"12,000",2002
반송동,82,시범한빛마을금호어울림,84.54,2024,8,4,"69,000",2007
병점동,881,병점역아이파크캐슬,75.99,2024,8,15,"71,000",2021
장지동,963,동탄호수자이파밀리에,51.75,2024,8,2,"47,300",2018
남양읍 남양리,2005,푸르뫼금강에스쁘아,82.692,2024,8,8,"20,200",2004
청계동,525,동탄역시범호반써밋,84.9537,2024,8,15,"91,500",2015
영천동,662,동탄역센트럴상록아파트,72.35,2024,8,16,"79,300",2017
봉담읍 와우리,590,봉담아이파크,84.6147,2024,8,8,"37,000",2009
청계동,536,시범반도유보라아이비파크4.0,96.7283,2024,8,10,"114,000",2018
청계동,556,동탄역 더 힐,85.182,2024,8,10,"58,800",2017
장지동,922,동탄레이크자연앤푸르지오,84.9338,2024,8,14,"87,000",2020
송산동,222,솔뫼마을한승미메이드,83.8704,2024,8,2,"33,800",2005
향남읍 행정리,443,화성향남시범넓은들마을신명스카이뷰,84.995,2024,8,15,"41,000",2008
반송동,19,시범한빛마을케이씨씨스위첸,84.6517,2024,8,14,"59,000",2007
능동,1109,능동마을이지더원,78.2912,2024,8,15,"54,000",2008
남양읍 남양리,415,남양우림,59.301,2024,8,13,"17,300",2001
남양읍 남양리,415,남양우림,59.171,2024,8,7,"17,000",2001
능동,1132,동탄숲속마을 모아미래도1단지,59.37,2024,8,5,"46,000",2008
남양읍 남양리,2001,대광파인밸리,84.96,2024,8,14,"23,700",2003
남양읍 신남리,1574,화성시청역센트럴파크스타힐스1단지,75.7994,2024,8,2,"45,000",2023
능동,1041,서동탄역우남퍼스트빌아파트,84.2119,2024,8,15,"34,500",2003
반송동,82,시범한빛마을금호어울림,84.465,2024,8,5,"74,000",2007
산척동,730,더레이크시티부영5단지,60.3768,2024,8,15,"59,000",2018
영천동,651-1397,동탄퍼스트파크,72.5957,2024,8,14,"42,000",2003
목동,477,동탄2신도시 베라체,59.99,2024,8,10,"51,000",2018
목동,489,동탄동원로얄듀크2차,84.9889,2024,8,13,"57,800",2019
새솔동,19,금강펜테리움센트럴파크송산,84.19,2024,8,3,"56,500",2019
목동,478,이편한세상동탄,84.87,2024,8,13,"64,500",2018
새솔동,22,송산그린시티반도유보라아이비파크,74.9365,2024,8,7,"47,000",2018
오산동,BL-7,동탄역예미지시그너스,84.6748,2024,8,7,"113,000",2021
새솔동,5,송산그린시티6차NOBLELAND스타빌리지,84.9983,2024,8,7,"61,500",2021
능동,1150,동탄푸른마을신일해피트리,59.96,2024,8,7,"43,000",2008
능동,1137,푸른마을두산위브,73.33,2024,8,7,"47,000",2007
봉담읍 와우리,589,봉담그대가3단지,84.734,2024,8,6,"33,200",2008
송동,693,동탄2하우스디더레이크,59.9,2024,8,10,"64,000",2016
새솔동,18,송산그린시티이지더원레이크뷰아파트,77.6278,2024,8,2,"50,000",2018
봉담읍 상리,21-2,한신,84.925,2024,8,4,"23,000",1997
목동,481,르파비스,59.69,2024,8,7,"44,500",2017
우정읍 조암리,791,화성조암한라비발디,59.9532,2024,8,14,"26,200",2012
청계동,512,동탄역 시범우남퍼스트빌아파트,84.98,2024,8,5,"111,250",2015
목동,478,이편한세상동탄,74.44,2024,8,10,"57,000",2018
목동,478,이편한세상동탄,84.87,2024,8,10,"62,500",2018
향남읍 행정리,443,화성향남시범넓은들마을신명스카이뷰,84.9826,2024,8,10,"37,300",2008
산척동,729,호수공원역 센트럴시티,84.52,2024,8,9,"89,000",2019
장지동,966,금호어울림레이크,74.97,2024,8,9,"70,500",2018
청계동,552,동탄역 호반 써밋,59.417,2024,8,14,"62,500",2015
영천동,874,동탄역대방디엠시티더센텀,56.361,2024,8,10,"70,000",2021
남양읍 신남리,1563,대광파인밸리골드,84.305,2024,8,6,"25,500",2004
청계동,556,동탄역 더 힐,84.5202,2024,8,5,"61,800",2017
장지동,922,동탄레이크자연앤푸르지오,84.9338,2024,8,7,"84,500",2020
봉담읍 상리,614,청운마을신안인스빌,71.75,2024,8,8,"26,800",2004
오산동,1001,동탄역더샵센트럴시티2차,84.98,2024,8,8,"77,000",2018
봉담읍 상리,614,청운마을신안인스빌,84.91,2024,8,5,"29,000",2004
산척동,729,호수공원역 센트럴시티,84.52,2024,8,8,"88,500",2019
반송동,132,솔빛마을경남아너스빌,103.3947,2024,8,8,"76,500",2007
청계동,536,시범반도유보라아이비파크4.0,84.569,2024,8,10,"101,000",2018
반송동,102,시범다은마을포스코더샵,84.5111,2024,8,8,"68,000",2007
산척동,729,호수공원역 센트럴시티,84.52,2024,8,3,"88,400",2019
산척동,730,더레이크시티부영5단지,84.52,2024,8,13,"75,000",2018
안녕동,212,아름마을신한미지엔,84.949,2024,8,10,"30,500",2006
영천동,677,동탄역경남아너스빌,84.0254,2024,8,10,"74,000",2016
영천동,665,동탄센트럴자이(A-10),84.9377,2024,8,10,"92,000",2015
반송동,141,동탄센트럴포레스트,84.87,2024,8,10,"52,000",2009
영천동,662,동탄역센트럴상록아파트,72.35,2024,8,10,"84,500",2017
청계동,545,동탄역신안인스빌리베라1차,84.9814,2024,8,10,"66,900",2015
오산동,1044,반도유보라아이비파크3,59.987,2024,8,10,"54,600",2016
반송동,141,동탄센트럴포레스트,84.87,2024,8,5,"47,400",2009
기산동,467,행복마을 참누리 에듀파크(101동-113동),59.911,2024,8,1,"32,350",2006
청계동,547,동탄역신안인스빌리베라2차,59.968,2024,8,7,"62,000",2016
청계동,547,동탄역신안인스빌리베라2차,59.968,2024,8,10,"60,500",2016
영천동,720,동탄역포레너스,60.3768,2024,9,20,"50,000",2017
반월동,974,신동탄포레자이,84.9777,2024,9,10,"89,000",2023
오산동,1089,동탄역롯데캐슬,84.8222,2024,9,27,"155,000",2021
청계동,538,동탄역센트럴푸르지오,84.9834,2024,9,6,"82,500",2015
청계동,512,동탄역 시범우남퍼스트빌아파트,84.94,2024,9,3,"117,000",2015
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,84.65,2024,9,23,"79,700",2007
병점동,872,병점역양우내안애,74.27,2024,9,25,"46,300",2016
남양읍 신남리,1574,화성시청역센트럴파크스타힐스1단지,59.7373,2024,9,14,"40,500",2023
청계동,541,롯데캐슬 알바트로스,122.9736,2024,9,14,"107,000",2015
진안동,496,화남,84.59,2024,9,10,"33,000",1995
능동,1150,동탄푸른마을신일해피트리,59.96,2024,9,6,"40,500",2008
새솔동,16,송산그린시티요진와이시티,84.98,2024,9,14,"54,000",2018
반송동,90-2,서해더블루(90-2),108.1715,2024,9,27,"53,000",2010
봉담읍 와우리,589,봉담그대가3단지,84.734,2024,9,21,"34,000",2008
반송동,141,동탄센트럴포레스트,84.87,2024,9,28,"50,500",2009
새솔동,6,송산그린시티5차NOBLELAND리버파크,84.9894,2024,9,25,"58,000",2021
봉담읍 상리,614,청운마을신안인스빌,84.91,2024,9,30,"29,700",2004
팔탄면 가재리,692-1,진우,39.6,2024,9,26,"9,650",2002
송산동,97-2,신현대2차,58.14,2024,9,30,"20,000",1992
영천동,788,동탄역푸르지오,74.8832,2024,9,30,"79,500",2017
능동,1137,푸른마을두산위브,73.33,2024,9,27,"51,000",2007
목동,489,동탄동원로얄듀크2차,74.5395,2024,9,9,"56,000",2019
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,84.65,2024,9,23,"79,700",2007
청계동,538,동탄역센트럴푸르지오,59.4313,2024,9,21,"65,600",2015
능동,1151,푸른마을모아미래도,59.192,2024,9,23,"42,500",2008
능동,1134,포스코더샵2차,76.5336,2024,9,28,"52,000",2008
청계동,519,더샵센트럴시티,97.01,2024,9,14,"142,000",2015
병점동,822,느치미마을2단지,59.56,2024,9,30,"31,500",2004
향남읍 장짐리,203-4,가림A동,140.66,2024,9,27,"26,200",2009
오산동,984,동탄역동원로얄듀크비스타3차,84.9989,2024,9,27,"95,000",2020
산척동,733,더레이크시티부영6단지,60.5232,2024,9,27,"51,400",2018
안녕동,49-6,남수원현대,84.98,2024,9,9,"24,500",1997
목동,489,동탄동원로얄듀크2차,84.9889,2024,9,23,"61,800",2019
안녕동,211,병점역동문굿모닝힐,84.9907,2024,9,27,"32,800",2006
반송동,83,시범한빛마을삼부르네상스,84.691,2024,9,29,"63,500",2007
산척동,722,더레이크시티부영1단지,84.52,2024,9,30,"72,000",2018
반송동,132,솔빛마을경남아너스빌,103.3947,2024,9,11,"68,500",2007
봉담읍 와우리,597,봉담센트럴푸르지오,84.7594,2024,9,26,"40,000",2017
목동,481,르파비스,74.99,2024,9,19,"55,000",2017
반월동,860,신영통현대3차,134.127,2024,9,30,"45,000",2001
오산동,BL-7,동탄역예미지시그너스,87.5651,2024,9,19,"119,000",2021
진안동,935,월드메르디앙1단지,76.2864,2024,9,26,"36,700",2005
청계동,547,동탄역신안인스빌리베라2차,59.968,2024,9,27,"64,000",2016
병점동,282,남수원두산,134.97,2024,9,27,"45,200",2000
반송동,85,시범한빛마을동탄아이파크,84.96,2024,9,27,"82,000",2007
남양읍 신남리,1574,화성시청역센트럴파크스타힐스1단지,84.8005,2024,9,20,"45,500",2023
봉담읍 동화리,575,동화마을동일하이빌,115.266,2024,9,24,"48,000",2008
봉담읍 동화리,647,봉담신동아파밀리에,84.9525,2024,9,19,"41,800",2015
병점동,282,남수원두산,134.97,2024,9,20,"43,000",2000
능동,1131,자연앤데시앙,84.84,2024,9,26,"53,300",2008
진안동,929,진안파크자이아파트,84.9161,2024,9,27,"33,300",2004
진안동,936,월드메르디앙2단지,84.9095,2024,9,26,"34,400",2005
장안면 어은리,378-1,장안아파트,82.44,2024,9,13,"7,400",1995
봉담읍 동화리,647,봉담신동아파밀리에,84.8683,2024,9,28,"41,000",2015
청계동,552,동탄역 호반 써밋,59.1612,2024,9,27,"62,400",2015
능동,1151,푸른마을모아미래도,59.192,2024,9,25,"42,000",2008
정남면 발산리,490-12,동남훼미리,39.808,2024,9,21,"9,500",2000
영천동,874,동탄역대방디엠시티더센텀,59.4656,2024,9,28,"70,200",2021
새솔동,6,송산그린시티5차NOBLELAND리버파크,84.9894,2024,9,25,"58,000",2021
봉담읍 와우리,238,다온마을쌍용스윗닷홈,59.8333,2024,9,27,"25,000",2006
반월동,944,에스케이뷰파크,84.9408,2024,9,26,"64,000",2015
영천동,662,동탄역센트럴상록아파트,59.98,2024,9,27,"74,000",2017
기안동,910,신일해피트리,84.9745,2024,9,20,"25,000",2004
봉담읍 동화리,100-1,신일우남클래식타운,84.97,2024,9,30,"26,300",1999
남양읍 신남리,1574,화성시청역센트럴파크스타힐스1단지,59.7373,2024,9,14,"40,500",2023
병점동,868,병점임광그대가,59.76,2024,9,24,"32,000",2007
병점동,359,대창,84.97,2024,9,11,"30,000",1997
송동,693,동탄2하우스디더레이크,59.99,2024,9,23,"69,800",2016
송산동,98-2,효일목화,59.94,2024,9,20,"16,000",1994
능동,1132,동탄숲속마을 모아미래도1단지,60.49,2024,9,23,"52,500",2008
남양읍 신남리,25-9,기산베스트빌,84.9856,2024,9,26,"30,600",2001
병점동,872,병점역양우내안애,74.27,2024,9,25,"46,300",2016
봉담읍 와우리,602,봉담한신더휴에듀파크,59.9708,2024,9,27,"37,000",2019
향남읍 행정리,480,향남시범살구꽃마을풍림아이원,84.8578,2024,9,26,"33,800",2008
목동,486,동탄2신도시호반베르디움22단지,53.4754,2024,9,25,"51,800",2017
청계동,538,동탄역센트럴푸르지오,59.4313,2024,9,21,"62,000",2015
향남읍 행정리,479,화성향남시범복사꽃마을한국아델리,84.994,2024,9,30,"34,500",2008
병점동,282,남수원두산,84.9,2024,9,30,"33,500",2000
향남읍 행정리,479,화성향남시범복사꽃마을한국아델리,84.956,2024,9,25,"33,300",2008
오산동,1001,동탄역더샵센트럴시티2차,74.85,2024,9,28,"72,000",2018
